id,dimension,subtask,specialty,difficulty,stem,question,options,reference_answer,rubric,source_type,deid_applied,deid_checklist,notes
CCHARD-PUB-0029,scenario_decision,T05_diagnosis,产科,Model-Hard,一名30–39岁女性接受临床评估。主要表现包括孕28+5周出现阴道流液，pH试纸变色、羊水黄绿色，III度污染。影像或功能评估发现彩超结果支持羊水污染,请列出最可能的主要诊断及必要的次要诊断，按临床重要性排序；仅依据病例资料作答，并标明仍需验证的不确定诊断。,null,"{""diagnoses"":[{""rank"":1,""name"":""胎膜早破"",""certainty"":""参考资料支持；应结合公开病例信息判断确定性""},{""rank"":2,""name"":""抗磷脂抗体综合征"",""certainty"":""参考资料支持；应结合公开病例信息判断确定性""},{""rank"":3,""name"":""早产"",""certainty"":""参考资料支持；应结合公开病例信息判断确定性""},{""rank"":4,""name"":""不全纵隔子宫"",""certainty"":""参考资料支持；应结合公开病例信息判断确定性""}]}","{""scale"":[0,100],""criteria"":[{""name"":""主要诊断准确性"",""points"":40},{""name"":""必要次要诊断覆盖"",""points"":20},{""name"":""排序与临床重要性"",""points"":20},{""name"":""术语规范与不确定性表达"",""points"":10},{""name"":""无病例外臆测"",""points"":10}],""critical_errors"":[""遗漏危及生命的主要诊断"",""把缺乏证据的诊断表述为已确诊"",""编造病例外检查或病史""]}",team_authored,true,"{""no_name"":true,""no_identifier"":true,""no_exact_date"":true,""no_institution"":true,""no_copyright_source_text"":true}",团队病例池中的临床情景经重新组织和临床等价改写；公开文本仅保留完成任务所需信息，已删除或泛化身份、时间、机构和地点信息。
CCHARD-PUB-0030,scenario_decision,T05_diagnosis,儿科,Model-Hard,一名0–9岁男性接受临床评估。主要表现包括肝脾肿大持续4年余、反复肺部感染。实验室要点为基因检测发现SMPD1基因c.395T＞C和c.557C＞T突变。影像或功能评估发现肝脾肿大超声及CT证实、肺CT结果支持间质性肺炎,请列出最可能的主要诊断及必要的次要诊断，按临床重要性排序；仅依据病例资料作答，并标明仍需验证的不确定诊断。,null,"{""diagnoses"":[{""rank"":1,""name"":""Niemann—Pick病B型"",""certainty"":""参考资料支持；应结合公开病例信息判断确定性""},{""rank"":2,""name"":""肝结节性肝硬化"",""certainty"":""参考资料支持；应结合公开病例信息判断确定性""},{""rank"":3,""name"":""脾大"",""certainty"":""参考资料支持；应结合公开病例信息判断确定性""},{""rank"":4,""name"":""间质性肺炎"",""certainty"":""参考资料支持；应结合公开病例信息判断确定性""}]}","{""scale"":[0,100],""criteria"":[{""name"":""主要诊断准确性"",""points"":40},{""name"":""必要次要诊断覆盖"",""points"":20},{""name"":""排序与临床重要性"",""points"":20},{""name"":""术语规范与不确定性表达"",""points"":10},{""name"":""无病例外臆测"",""points"":10}],""critical_errors"":[""遗漏危及生命的主要诊断"",""把缺乏证据的诊断表述为已确诊"",""编造病例外检查或病史""]}",team_authored,true,"{""no_name"":true,""no_identifier"":true,""no_exact_date"":true,""no_institution"":true,""no_copyright_source_text"":true}",团队病例池中的临床情景经重新组织和临床等价改写；公开文本仅保留完成任务所需信息，已删除或泛化身份、时间、机构和地点信息。
CCHARD-PUB-0031,scenario_decision,T05_diagnosis,儿科,Model-Hard,一名0–9岁女性接受临床评估。主要表现包括未出现明确腹胀、黑便、呕血等门静脉高压症状、神清，精神可，双下肢无水肿。实验室要点为转氨酶轻度高于参考范围（ALT50-61U/L，AST51-60U/L）、血小板减少（70-86×10^9/L）。影像或功能评估发现彩超结果支持门静脉吻合口管径偏细、流速偏高、CTA结果支持吻合口局限性狭窄，门静脉系统扩张,请列出最可能的主要诊断及必要的次要诊断，按临床重要性排序；仅依据病例资料作答，并标明仍需验证的不确定诊断。,null,"{""diagnoses"":[{""rank"":1,""name"":""肝移植术后门静脉吻合口狭窄"",""certainty"":""参考资料支持；应结合公开病例信息判断确定性""},{""rank"":2,""name"":""先天性胆道闭锁肝移植术后状态"",""certainty"":""参考资料支持；应结合公开病例信息判断确定性""},{""rank"":3,""name"":""脾肿大"",""certainty"":""参考资料支持；应结合公开病例信息判断确定性""}]}","{""scale"":[0,100],""criteria"":[{""name"":""主要诊断准确性"",""points"":40},{""name"":""必要次要诊断覆盖"",""points"":20},{""name"":""排序与临床重要性"",""points"":20},{""name"":""术语规范与不确定性表达"",""points"":10},{""name"":""无病例外臆测"",""points"":10}],""critical_errors"":[""遗漏危及生命的主要诊断"",""把缺乏证据的诊断表述为已确诊"",""编造病例外检查或病史""]}",team_authored,true,"{""no_name"":true,""no_identifier"":true,""no_exact_date"":true,""no_institution"":true,""no_copyright_source_text"":true}",团队病例池中的临床情景经重新组织和临床等价改写；公开文本仅保留完成任务所需信息，已删除或泛化身份、时间、机构和地点信息。
CCHARD-PUB-0032,scenario_decision,T05_diagnosis,内分泌科,Model-Hard,一名60–69岁女性接受临床评估。主要表现包括腹痛、恶心呕吐、食欲不振、脱水表现、意识反应差。实验室要点为血糖395mg/dL、pH7.07,请列出最可能的主要诊断及必要的次要诊断，按临床重要性排序；仅依据病例资料作答，并标明仍需验证的不确定诊断。,null,"{""diagnoses"":[{""rank"":1,""name"":""糖尿病酮症酸中毒"",""certainty"":""参考资料支持；应结合公开病例信息判断确定性""},{""rank"":2,""name"":""小肠梗阻（粘连相关小肠扭转）"",""certainty"":""参考资料支持；应结合公开病例信息判断确定性""},{""rank"":3,""name"":""低钾血症"",""certainty"":""参考资料支持；应结合公开病例信息判断确定性""},{""rank"":4,""name"":""低体温"",""certainty"":""参考资料支持；应结合公开病例信息判断确定性""}]}","{""scale"":[0,100],""criteria"":[{""name"":""主要诊断准确性"",""points"":40},{""name"":""必要次要诊断覆盖"",""points"":20},{""name"":""排序与临床重要性"",""points"":20},{""name"":""术语规范与不确定性表达"",""points"":10},{""name"":""无病例外臆测"",""points"":10}],""critical_errors"":[""遗漏危及生命的主要诊断"",""把缺乏证据的诊断表述为已确诊"",""编造病例外检查或病史""]}",team_authored,true,"{""no_name"":true,""no_identifier"":true,""no_exact_date"":true,""no_institution"":true,""no_copyright_source_text"":true}",团队病例池中的临床情景经重新组织和临床等价改写；公开文本仅保留完成任务所需信息，已删除或泛化身份、时间、机构和地点信息。
CCHARD-PUB-0033,scenario_decision,T05_diagnosis,内分泌科,Model-Hard,一名20–29岁女性接受临床评估。主要表现包括颈部进行性肿大，甲状腺Ⅲ度肿大，质韧无压痛，伴记忆力下降、怕冷乏力。实验室要点为甲状腺功能减退表现，性腺激素低下。影像或功能评估发现甲状腺超声示双叶弥漫性肿大、回声减低不均；头颅MRI示下丘脑病变,请列出最可能的主要诊断及必要的次要诊断，按临床重要性排序；仅依据病例资料作答，并标明仍需验证的不确定诊断。,null,"{""diagnoses"":[{""rank"":1,""name"":""Langerhans细胞组织细胞增生症累及甲状腺及中枢神经系统"",""certainty"":""参考资料支持；应结合公开病例信息判断确定性""},{""rank"":2,""name"":""中枢性尿崩症"",""certainty"":""参考资料支持；应结合公开病例信息判断确定性""},{""rank"":3,""name"":""继发性甲状腺功能减退症"",""certainty"":""参考资料支持；应结合公开病例信息判断确定性""},{""rank"":4,""name"":""继发性性腺功能减退症"",""certainty"":""参考资料支持；应结合公开病例信息判断确定性""}]}","{""scale"":[0,100],""criteria"":[{""name"":""主要诊断准确性"",""points"":40},{""name"":""必要次要诊断覆盖"",""points"":20},{""name"":""排序与临床重要性"",""points"":20},{""name"":""术语规范与不确定性表达"",""points"":10},{""name"":""无病例外臆测"",""points"":10}],""critical_errors"":[""遗漏危及生命的主要诊断"",""把缺乏证据的诊断表述为已确诊"",""编造病例外检查或病史""]}",team_authored,true,"{""no_name"":true,""no_identifier"":true,""no_exact_date"":true,""no_institution"":true,""no_copyright_source_text"":true}",团队病例池中的临床情景经重新组织和临床等价改写；公开文本仅保留完成任务所需信息，已删除或泛化身份、时间、机构和地点信息。
CCHARD-PUB-0034,scenario_decision,T05_diagnosis,口腔科,Model-Hard,一名20–29岁女性接受临床评估。主要表现包括磨牙关系呈安氏II类1分类、前牙唇倾。影像或功能评估发现头颅侧位片可见上颌前突、下颌后缩、模型分析可见磨牙关系II类,请列出最可能的主要诊断及必要的次要诊断，按临床重要性排序；仅依据病例资料作答，并标明仍需验证的不确定诊断。,null,"{""diagnoses"":[{""rank"":1,""name"":""安氏II类1分类错颌畸形"",""certainty"":""参考资料支持；应结合公开病例信息判断确定性""},{""rank"":2,""name"":""骨性II类颌骨关系"",""certainty"":""参考资料支持；应结合公开病例信息判断确定性""},{""rank"":3,""name"":""深覆盖II度"",""certainty"":""参考资料支持；应结合公开病例信息判断确定性""},{""rank"":4,""name"":""上下牙列中度拥挤"",""certainty"":""参考资料支持；应结合公开病例信息判断确定性""}]}","{""scale"":[0,100],""criteria"":[{""name"":""主要诊断准确性"",""points"":40},{""name"":""必要次要诊断覆盖"",""points"":20},{""name"":""排序与临床重要性"",""points"":20},{""name"":""术语规范与不确定性表达"",""points"":10},{""name"":""无病例外臆测"",""points"":10}],""critical_errors"":[""遗漏危及生命的主要诊断"",""把缺乏证据的诊断表述为已确诊"",""编造病例外检查或病史""]}",team_authored,true,"{""no_name"":true,""no_identifier"":true,""no_exact_date"":true,""no_institution"":true,""no_copyright_source_text"":true}",团队病例池中的临床情景经重新组织和临床等价改写；公开文本仅保留完成任务所需信息，已删除或泛化身份、时间、机构和地点信息。
CCHARD-PUB-0035,scenario_decision,T05_diagnosis,呼吸内科,Model-Hard,一名70–79岁男性接受临床评估。主要表现包括反复咳嗽、咳痰、气喘，声音嘶哑，双侧胸壁压痛，双手小关节及右膝关节疼痛，左耳郭增厚。实验室要点为CRP高于参考范围18.92mg/L，ESR高于参考范围42mm/h，免疫学指标阴性排除其他自身免疫病。影像或功能评估发现胸部CT示气管壁增厚及狭窄，PET/CT示多部位软骨摄取增高，支气管镜示多处软骨水肿及狭窄,请列出最可能的主要诊断及必要的次要诊断，按临床重要性排序；仅依据病例资料作答，并标明仍需验证的不确定诊断。,null,"{""diagnoses"":[{""rank"":1,""name"":""复发性多软骨炎"",""certainty"":""参考资料支持；应结合公开病例信息判断确定性""},{""rank"":2,""name"":""贫血"",""certainty"":""参考资料支持；应结合公开病例信息判断确定性""},{""rank"":3,""name"":""气管及支气管狭窄"",""certainty"":""参考资料支持；应结合公开病例信息判断确定性""},{""rank"":4,""name"":""右膝关节退行性变伴关节腔积液"",""certainty"":""参考资料支持；应结合公开病例信息判断确定性""}]}","{""scale"":[0,100],""criteria"":[{""name"":""主要诊断准确性"",""points"":40},{""name"":""必要次要诊断覆盖"",""points"":20},{""name"":""排序与临床重要性"",""points"":20},{""name"":""术语规范与不确定性表达"",""points"":10},{""name"":""无病例外臆测"",""points"":10}],""critical_errors"":[""遗漏危及生命的主要诊断"",""把缺乏证据的诊断表述为已确诊"",""编造病例外检查或病史""]}",team_authored,true,"{""no_name"":true,""no_identifier"":true,""no_exact_date"":true,""no_institution"":true,""no_copyright_source_text"":true}",团队病例池中的临床情景经重新组织和临床等价改写；公开文本仅保留完成任务所需信息，已删除或泛化身份、时间、机构和地点信息。
CCHARD-PUB-0036,scenario_decision,T05_diagnosis,外科,Model-Hard,一名60–69岁女性接受临床评估。主要表现包括长期背痛、站立或行走加重、前倾姿势、步态不稳、矢状位平衡异常，SVA+15.5cm，PI-LL不匹配40°，PT增高。影像或功能评估发现站立位脊柱全长X线可见SVA阳性、PI-LL不匹配、PT高于参考范围、腰椎融合节段无假关节或不稳定,请列出最可能的主要诊断及必要的次要诊断，按临床重要性排序；仅依据病例资料作答，并标明仍需验证的不确定诊断。,null,"{""diagnoses"":[{""rank"":1,""name"":""平背畸形"",""certainty"":""参考资料支持；应结合公开病例信息判断确定性""},{""rank"":2,""name"":""类风湿关节炎"",""certainty"":""参考资料支持；应结合公开病例信息判断确定性""},{""rank"":3,""name"":""骨质疏松症"",""certainty"":""参考资料支持；应结合公开病例信息判断确定性""},{""rank"":4,""name"":""腰椎融合术后状态"",""certainty"":""参考资料支持；应结合公开病例信息判断确定性""}]}","{""scale"":[0,100],""criteria"":[{""name"":""主要诊断准确性"",""points"":40},{""name"":""必要次要诊断覆盖"",""points"":20},{""name"":""排序与临床重要性"",""points"":20},{""name"":""术语规范与不确定性表达"",""points"":10},{""name"":""无病例外臆测"",""points"":10}],""critical_errors"":[""遗漏危及生命的主要诊断"",""把缺乏证据的诊断表述为已确诊"",""编造病例外检查或病史""]}",team_authored,true,"{""no_name"":true,""no_identifier"":true,""no_exact_date"":true,""no_institution"":true,""no_copyright_source_text"":true}",团队病例池中的临床情景经重新组织和临床等价改写；公开文本仅保留完成任务所需信息，已删除或泛化身份、时间、机构和地点信息。
CCHARD-PUB-0037,scenario_decision,T05_diagnosis,妇科与生殖医学科,Model-Hard,一名20–29岁女性接受临床评估。主要表现包括婚后不孕6年、月经不规律、量少、色紫暗伴血块。影像或功能评估发现超声示子宫内口多发小囊肿、子宫内膜回声不均质、交界区消失,请列出最可能的主要诊断及必要的次要诊断，按临床重要性排序；仅依据病例资料作答，并标明仍需验证的不确定诊断。,null,"{""diagnoses"":[{""rank"":1,""name"":""慢性盆腔炎（宫颈炎、子宫内膜炎、卵巢炎、输卵管炎）"",""certainty"":""参考资料支持；应结合公开病例信息判断确定性""},{""rank"":2,""name"":""卵巢早衰早期"",""certainty"":""参考资料支持；应结合公开病例信息判断确定性""},{""rank"":3,""name"":""原发性不孕症"",""certainty"":""参考资料支持；应结合公开病例信息判断确定性""},{""rank"":4,""name"":""脾肾阳虚、血瘀不孕症"",""certainty"":""参考资料支持；应结合公开病例信息判断确定性""}]}","{""scale"":[0,100],""criteria"":[{""name"":""主要诊断准确性"",""points"":40},{""name"":""必要次要诊断覆盖"",""points"":20},{""name"":""排序与临床重要性"",""points"":20},{""name"":""术语规范与不确定性表达"",""points"":10},{""name"":""无病例外臆测"",""points"":10}],""critical_errors"":[""遗漏危及生命的主要诊断"",""把缺乏证据的诊断表述为已确诊"",""编造病例外检查或病史""]}",team_authored,true,"{""no_name"":true,""no_identifier"":true,""no_exact_date"":true,""no_institution"":true,""no_copyright_source_text"":true}",团队病例池中的临床情景经重新组织和临床等价改写；公开文本仅保留完成任务所需信息，已删除或泛化身份、时间、机构和地点信息。
CCHARD-PUB-0038,scenario_decision,T05_diagnosis,心血管内科,Model-Hard,一名20–29岁男性接受临床评估。主要表现包括活动后气短2年，反复活动中晕厥、肺动脉瓣第二心音亢进、分裂。实验室要点为氨基末端B型钠尿肽高于参考范围（778.5pg/ml）。影像或功能评估发现超声心动图三尖瓣反流速度4.2m/s，估测肺动脉收缩压80mmHg、右心导管检查肺动脉楔压28mmHg，肺血管阻力4.3WU,请列出最可能的主要诊断及必要的次要诊断，按临床重要性排序；仅依据病例资料作答，并标明仍需验证的不确定诊断。,null,"{""diagnoses"":[{""rank"":1,""name"":""左心疾病所致肺动脉高压"",""certainty"":""参考资料支持；应结合公开病例信息判断确定性""},{""rank"":2,""name"":""二尖瓣脱垂伴中重度关闭不全"",""certainty"":""参考资料支持；应结合公开病例信息判断确定性""},{""rank"":3,""name"":""左冠状动脉异常起源于肺动脉"",""certainty"":""参考资料支持；应结合公开病例信息判断确定性""},{""rank"":4,""name"":""心脏扩大"",""certainty"":""参考资料支持；应结合公开病例信息判断确定性""}]}","{""scale"":[0,100],""criteria"":[{""name"":""主要诊断准确性"",""points"":40},{""name"":""必要次要诊断覆盖"",""points"":20},{""name"":""排序与临床重要性"",""points"":20},{""name"":""术语规范与不确定性表达"",""points"":10},{""name"":""无病例外臆测"",""points"":10}],""critical_errors"":[""遗漏危及生命的主要诊断"",""把缺乏证据的诊断表述为已确诊"",""编造病例外检查或病史""]}",team_authored,true,"{""no_name"":true,""no_identifier"":true,""no_exact_date"":true,""no_institution"":true,""no_copyright_source_text"":true}",团队病例池中的临床情景经重新组织和临床等价改写；公开文本仅保留完成任务所需信息，已删除或泛化身份、时间、机构和地点信息。
CCHARD-PUB-0039,scenario_decision,T05_diagnosis,急诊与重症医学科,Model-Hard,一名80–89岁男性接受临床评估。主要表现包括严重头痛、恶心呕吐。实验室要点为低血清皮质醇、低游离甲状腺素。影像或功能评估发现MRI蝶鞍内T1高信号团块影符合亚急性垂体出血,请列出最可能的主要诊断及必要的次要诊断，按临床重要性排序；仅依据病例资料作答，并标明仍需验证的不确定诊断。,null,"{""diagnoses"":[{""rank"":1,""name"":""垂体卒中"",""certainty"":""参考资料支持；应结合公开病例信息判断确定性""},{""rank"":2,""name"":""促肾上腺皮质激素缺乏症"",""certainty"":""参考资料支持；应结合公开病例信息判断确定性""},{""rank"":3,""name"":""促甲状腺激素缺乏症"",""certainty"":""参考资料支持；应结合公开病例信息判断确定性""},{""rank"":4,""name"":""高钠血症"",""certainty"":""参考资料支持；应结合公开病例信息判断确定性""}]}","{""scale"":[0,100],""criteria"":[{""name"":""主要诊断准确性"",""points"":40},{""name"":""必要次要诊断覆盖"",""points"":20},{""name"":""排序与临床重要性"",""points"":20},{""name"":""术语规范与不确定性表达"",""points"":10},{""name"":""无病例外臆测"",""points"":10}],""critical_errors"":[""遗漏危及生命的主要诊断"",""把缺乏证据的诊断表述为已确诊"",""编造病例外检查或病史""]}",team_authored,true,"{""no_name"":true,""no_identifier"":true,""no_exact_date"":true,""no_institution"":true,""no_copyright_source_text"":true}",团队病例池中的临床情景经重新组织和临床等价改写；公开文本仅保留完成任务所需信息，已删除或泛化身份、时间、机构和地点信息。
CCHARD-PUB-0040,scenario_decision,T05_diagnosis,感染科,Model-Hard,一名40–49岁女性接受临床评估。主要表现包括长期不规则发热伴畏寒寒战、乏力。实验室要点为杜氏利什曼原虫IgG抗体阳性、骨髓涂片可见利什曼原虫无鞭毛体。影像或功能评估发现腹部CT结果支持巨脾、脾静脉及门脉增宽、腹膜后多发小淋巴结,请列出最可能的主要诊断及必要的次要诊断，按临床重要性排序；仅依据病例资料作答，并标明仍需验证的不确定诊断。,null,"{""diagnoses"":[{""rank"":1,""name"":""内脏利什曼病"",""certainty"":""参考资料支持；应结合公开病例信息判断确定性""},{""rank"":2,""name"":""白细胞减少"",""certainty"":""参考资料支持；应结合公开病例信息判断确定性""},{""rank"":3,""name"":""中度贫血"",""certainty"":""参考资料支持；应结合公开病例信息判断确定性""},{""rank"":4,""name"":""血小板减少"",""certainty"":""参考资料支持；应结合公开病例信息判断确定性""}]}","{""scale"":[0,100],""criteria"":[{""name"":""主要诊断准确性"",""points"":40},{""name"":""必要次要诊断覆盖"",""points"":20},{""name"":""排序与临床重要性"",""points"":20},{""name"":""术语规范与不确定性表达"",""points"":10},{""name"":""无病例外臆测"",""points"":10}],""critical_errors"":[""遗漏危及生命的主要诊断"",""把缺乏证据的诊断表述为已确诊"",""编造病例外检查或病史""]}",team_authored,true,"{""no_name"":true,""no_identifier"":true,""no_exact_date"":true,""no_institution"":true,""no_copyright_source_text"":true}",团队病例池中的临床情景经重新组织和临床等价改写；公开文本仅保留完成任务所需信息，已删除或泛化身份、时间、机构和地点信息。
CCHARD-PUB-0041,scenario_decision,T05_diagnosis,泌尿外科,Model-Hard,一名50–59岁男性接受临床评估。主要表现包括右侧阴囊肿块质硬，直径约6cm，沉重感，边界清，活动度可、病程约7个月，早期伴疼痛，后期无痛性肿块。实验室要点为甲胎蛋白2.72ng/ml，绒毛膜促性腺激素<0.20mIU/ml，乳酸脱氢酶159U/L，均未发现异常。影像或功能评估发现阴囊B超结果支持右侧睾丸实质占位，倾向于恶性肿瘤可能、PET-CT结果支持右侧腹膜后淋巴结FDG代谢异常增高，术区改变,请列出最可能的主要诊断及必要的次要诊断，按临床重要性排序；仅依据病例资料作答，并标明仍需验证的不确定诊断。,null,"{""diagnoses"":[{""rank"":1,""name"":""右侧睾丸精原细胞瘤"",""certainty"":""参考资料支持；应结合公开病例信息判断确定性""},{""rank"":2,""name"":""双侧附睾囊肿"",""certainty"":""参考资料支持；应结合公开病例信息判断确定性""},{""rank"":3,""name"":""高血压"",""certainty"":""参考资料支持；应结合公开病例信息判断确定性""}]}","{""scale"":[0,100],""criteria"":[{""name"":""主要诊断准确性"",""points"":40},{""name"":""必要次要诊断覆盖"",""points"":20},{""name"":""排序与临床重要性"",""points"":20},{""name"":""术语规范与不确定性表达"",""points"":10},{""name"":""无病例外臆测"",""points"":10}],""critical_errors"":[""遗漏危及生命的主要诊断"",""把缺乏证据的诊断表述为已确诊"",""编造病例外检查或病史""]}",team_authored,true,"{""no_name"":true,""no_identifier"":true,""no_exact_date"":true,""no_institution"":true,""no_copyright_source_text"":true}",团队病例池中的临床情景经重新组织和临床等价改写；公开文本仅保留完成任务所需信息，已删除或泛化身份、时间、机构和地点信息。
CCHARD-PUB-0042,scenario_decision,T05_diagnosis,消化内科,Model-Hard,一名20–29岁女性接受临床评估。主要表现包括不洁饮食后腹泻加重，日腹泻20余次，伴便血、腹痛、发热、乏力、肠镜示全结肠多发深大溃疡，左半结肠黏膜增生。实验室要点为粪便常规WBC20~30/HP，OB阳性、CRP、ESR高于参考范围。影像或功能评估发现腹部CT示广泛结直肠肠壁增厚、黏膜异常强化,请列出最可能的主要诊断及必要的次要诊断，按临床重要性排序；仅依据病例资料作答，并标明仍需验证的不确定诊断。,null,"{""diagnoses"":[{""rank"":1,""name"":""感染相关全结肠炎伴溃疡"",""certainty"":""参考资料支持；应结合公开病例信息判断确定性""},{""rank"":2,""name"":""低血容量性休克"",""certainty"":""参考资料支持；应结合公开病例信息判断确定性""},{""rank"":3,""name"":""代谢性碱中毒"",""certainty"":""参考资料支持；应结合公开病例信息判断确定性""},{""rank"":4,""name"":""低钾血症"",""certainty"":""参考资料支持；应结合公开病例信息判断确定性""}]}","{""scale"":[0,100],""criteria"":[{""name"":""主要诊断准确性"",""points"":40},{""name"":""必要次要诊断覆盖"",""points"":20},{""name"":""排序与临床重要性"",""points"":20},{""name"":""术语规范与不确定性表达"",""points"":10},{""name"":""无病例外臆测"",""points"":10}],""critical_errors"":[""遗漏危及生命的主要诊断"",""把缺乏证据的诊断表述为已确诊"",""编造病例外检查或病史""]}",team_authored,true,"{""no_name"":true,""no_identifier"":true,""no_exact_date"":true,""no_institution"":true,""no_copyright_source_text"":true}",团队病例池中的临床情景经重新组织和临床等价改写；公开文本仅保留完成任务所需信息，已删除或泛化身份、时间、机构和地点信息。
CCHARD-PUB-0043,scenario_decision,T05_diagnosis,眼科,Model-Hard,一名50–59岁男性接受临床评估。主要表现包括双眼视物模糊3个月、双眼最佳矫正视力0.1。影像或功能评估发现眼底彩照示后极部弥漫黄白色圆形/卵圆形病灶、FAF弱荧光与FFA早期强荧光相对应,请列出最可能的主要诊断及必要的次要诊断，按临床重要性排序；仅依据病例资料作答，并标明仍需验证的不确定诊断。,null,"{""diagnoses"":[{""rank"":1,""name"":""双侧性弥漫性葡萄膜黑色素细胞增生症"",""certainty"":""参考资料支持；应结合公开病例信息判断确定性""},{""rank"":2,""name"":""胃腺癌伴淋巴结转移"",""certainty"":""参考资料支持；应结合公开病例信息判断确定性""},{""rank"":3,""name"":""继发性抗磷脂抗体综合征"",""certainty"":""参考资料支持；应结合公开病例信息判断确定性""},{""rank"":4,""name"":""双眼白内障"",""certainty"":""参考资料支持；应结合公开病例信息判断确定性""}]}","{""scale"":[0,100],""criteria"":[{""name"":""主要诊断准确性"",""points"":40},{""name"":""必要次要诊断覆盖"",""points"":20},{""name"":""排序与临床重要性"",""points"":20},{""name"":""术语规范与不确定性表达"",""points"":10},{""name"":""无病例外臆测"",""points"":10}],""critical_errors"":[""遗漏危及生命的主要诊断"",""把缺乏证据的诊断表述为已确诊"",""编造病例外检查或病史""]}",team_authored,true,"{""no_name"":true,""no_identifier"":true,""no_exact_date"":true,""no_institution"":true,""no_copyright_source_text"":true}",团队病例池中的临床情景经重新组织和临床等价改写；公开文本仅保留完成任务所需信息，已删除或泛化身份、时间、机构和地点信息。
CCHARD-PUB-0044,scenario_decision,T05_diagnosis,神经内科,Model-Hard,一名40–49岁男性接受临床评估。主要表现包括头晕、复视9个月，反应迟钝、记忆力差、易怒，言语缓慢，饮水呛咳，性功能减退，大便偶有失禁，眼球运动受限，粗大水平眼震。实验室要点为血抗Amphiphysin抗体阳性、脑脊液UCFP高于参考范围。影像或功能评估发现MRI脑干及全脑未发现异常、BAEPⅢ波潜伏期延长,请列出最可能的主要诊断及必要的次要诊断，按临床重要性排序；仅依据病例资料作答，并标明仍需验证的不确定诊断。,null,"{""diagnoses"":[{""rank"":1,""name"":""抗Amphiphysin抗体相关副肿瘤神经综合征"",""certainty"":""参考资料支持；应结合公开病例信息判断确定性""},{""rank"":2,""name"":""高血压病"",""certainty"":""参考资料支持；应结合公开病例信息判断确定性""},{""rank"":3,""name"":""颈椎间盘突出伴颈椎退行性改变"",""certainty"":""参考资料支持；应结合公开病例信息判断确定性""},{""rank"":4,""name"":""脂肪肝"",""certainty"":""参考资料支持；应结合公开病例信息判断确定性""}]}","{""scale"":[0,100],""criteria"":[{""name"":""主要诊断准确性"",""points"":40},{""name"":""必要次要诊断覆盖"",""points"":20},{""name"":""排序与临床重要性"",""points"":20},{""name"":""术语规范与不确定性表达"",""points"":10},{""name"":""无病例外臆测"",""points"":10}],""critical_errors"":[""遗漏危及生命的主要诊断"",""把缺乏证据的诊断表述为已确诊"",""编造病例外检查或病史""]}",team_authored,true,"{""no_name"":true,""no_identifier"":true,""no_exact_date"":true,""no_institution"":true,""no_copyright_source_text"":true}",团队病例池中的临床情景经重新组织和临床等价改写；公开文本仅保留完成任务所需信息，已删除或泛化身份、时间、机构和地点信息。
CCHARD-PUB-0045,scenario_decision,T05_diagnosis,耳鼻咽喉科,Model-Hard,一名20–29岁男性接受临床评估。主要表现包括右侧额纹消失、抬眉无力、睁眼困难、鼻唇沟消失、口角歪斜、House-Brackmann分级VI级。实验室要点为面神经传导波幅较对侧下降100%、右侧相关肌群肌电图无动作电位。影像或功能评估发现颧弓骨折邻近面神经颞支走行区、颞骨乳突气房积液,请列出最可能的主要诊断及必要的次要诊断，按临床重要性排序；仅依据病例资料作答，并标明仍需验证的不确定诊断。,null,"{""diagnoses"":[{""rank"":1,""name"":""右侧外伤性周围性面神经麻痹"",""certainty"":""参考资料支持；应结合公开病例信息判断确定性""},{""rank"":2,""name"":""右侧外伤性多组颅神经损伤（CNⅢ、IV、V、VII、X、XII）"",""certainty"":""参考资料支持；应结合公开病例信息判断确定性""},{""rank"":3,""name"":""开放性多发性颅骨骨折"",""certainty"":""参考资料支持；应结合公开病例信息判断确定性""},{""rank"":4,""name"":""右侧枕部硬膜外血肿"",""certainty"":""参考资料支持；应结合公开病例信息判断确定性""}]}","{""scale"":[0,100],""criteria"":[{""name"":""主要诊断准确性"",""points"":40},{""name"":""必要次要诊断覆盖"",""points"":20},{""name"":""排序与临床重要性"",""points"":20},{""name"":""术语规范与不确定性表达"",""points"":10},{""name"":""无病例外臆测"",""points"":10}],""critical_errors"":[""遗漏危及生命的主要诊断"",""把缺乏证据的诊断表述为已确诊"",""编造病例外检查或病史""]}",team_authored,true,"{""no_name"":true,""no_identifier"":true,""no_exact_date"":true,""no_institution"":true,""no_copyright_source_text"":true}",团队病例池中的临床情景经重新组织和临床等价改写；公开文本仅保留完成任务所需信息，已删除或泛化身份、时间、机构和地点信息。
